keyword,title,authors,published,updated,year,categories,summary,id,doi,doi_full,oa_id,oa_title,oa_year,oa_cited_by,oa_topics,oa_concepts,oa_keywords,oa_venue_name,oa_venue_type,oa_venue_id
parallel computing,Surface-state electron dynamics in noble metals,"P. M. Echenique, J. Osma, M. Machado, V. M. Silkin, E. V. Chulkov, J. M. Pitarke",2000-10-04,2000-10-04,2000,cond-mat.mtrl-sci,"Theoretical investigations of surface-state electron dynamics in noble metals are reported. The dynamically screened interaction is computed, within many-body theory, by going beyond a free-electron description of the metal surface. Calculations of the inelastic linewidth of Shockley surface-state e…",http://arxiv.org/abs/cond-mat/0010056v1,10.1016/S0079-6816(01)00029-6,https://doi.org/10.1016/S0079-6816(01)00029-6,https://openalex.org/W2086721185,Surface-state electron dynamics in noble metals,2001.0,44.0,Advanced Chemical Physics Studies; Surface and Thin Film Phenomena; Chemical and Physical Properties of Materials,,,Progress in Surface Science,journal,https://openalex.org/S98443392
parallel computing,*-TREK: The One-Loop N=4 Noncommutative SYM Action,"Hong Liu, Jeremy Michelson",2000-08-27,2001-08-01,2000,hep-th,"We investigate N=4 noncommutative super Yang-Mills (SYM) theory. We compute the one-loop four gauge boson scattering amplitude on parallel Dp-branes, and find the corresponding contribution to the noncommutative SYM one-loop action in a momentum expansion. The result is somewhat surprising. We find …",http://arxiv.org/abs/hep-th/0008205v2,10.1016/S0550-3213(01)00401-1,https://doi.org/10.1016/S0550-3213(01)00401-1,https://openalex.org/W1970850078,-Trek: the one-loop noncommutative SYM action,2001.0,58.0,Noncommutative and Quantum Gravity Theories; Black Holes and Theoretical Physics; Particle physics theoretical and experimental studies,Noncommutative geometry; Worldsheet; Mathematical physics; Physics; Invariant (physics); Vertex (graph theory); Scattering amplitude; Gauge theory; Loop (graph theory); Action (physics); Effective action; Quantum electrodynamics; Quantum mechanics; Amplitude; Mathematics; Combinatorics; String field theory; String theory; Graph,Noncommutative geometry; Worldsheet; Mathematical physics; Physics; Invariant (physics); Vertex (graph theory); Scattering amplitude; Gauge theory; Loop (graph theory); Action (physics); Effective action; Quantum electrodynamics; Quantum mechanics; Amplitude; Mathematics; Combinatorics; String field theory; String theory,Nuclear Physics B,journal,https://openalex.org/S4210194812
parallel computing,Quasi-one and two-dimensional transitions of gases adsorbed on nanotube bundles,"S. M. Gatica, M. J. Bojan, G. Stan, M. W. Cole",2000-08-14,2000-08-14,2000,"cond-mat.stat-mech, cond-mat.mtrl-sci",Grand canonical Monte Carlo simulations have been performed to determine the adsorption behavior of Ar and Kr atoms on the exterior surface of a rope (bundle) consisting of many carbon nanotubes. The computed adsorption isotherms reveal phase transitions associated with the successive creation of qu…,http://arxiv.org/abs/cond-mat/0008206v1,10.1063/1.1339886,https://doi.org/10.1063/1.1339886,https://openalex.org/W1980648458,Quasi-one- and two-dimensional transitions of gases adsorbed on nanotube bundles,2001.0,90.0,Phase Equilibria and Thermodynamics; Carbon Nanotubes in Composites; Advanced Thermodynamics and Statistical Mechanics,,,The Journal of Chemical Physics,journal,https://openalex.org/S77047749
parallel computing,Surface tension of the isotropic-nematic interface,"A. J. McDonald, M. P. Allen, F. Schmid",2000-08-03,2001-01-11,2000,"cond-mat.mtrl-sci, cond-mat.stat-mech","We present the first calculations of the pressure tensor profile in the vicinity of the planar interface between isotropic liquid and nematic liquid crystal, using Onsager's density functional theory and computer simulation. When the liquid crystal director is aligned parallel to the interface, the …",http://arxiv.org/abs/cond-mat/0008056v2,10.1103/PhysRevE.63.010701,https://doi.org/10.1103/PhysRevE.63.010701,https://openalex.org/W2069819524,Surface tension of the isotropic-nematic interface,2000.0,48.0,Liquid Crystal Research Advancements; Material Dynamics and Properties; Advanced Materials and Mechanics,Liquid crystal; Isotropy; Surface tension; Perpendicular; Tensor (intrinsic definition); Planar; Condensed matter physics; Materials science; Tension (geology); Optics; Physics; Compression (physics); Thermodynamics; Geometry; Composite material; Computer science; Mathematics; Computer graphics (images),Liquid crystal; Isotropy; Surface tension; Perpendicular; Tensor (intrinsic definition); Planar; Condensed matter physics; Materials science; Tension (geology); Optics; Physics; Compression (physics); Thermodynamics; Geometry; Composite material; Computer science,"Physical review. E, Statistical physics, plasmas, fluids, and related interdisciplinary topics",journal,https://openalex.org/S4210224030
parallel computing,A Monte Carlo Method for Fermion Systems Coupled with Classical Degrees of Freedom,"Yukitoshi Motome, Nobuo Furukawa",2000-07-26,2000-07-26,2000,cond-mat.str-el,"A new Monte Carlo method is proposed for fermion systems interacting with classical degrees of freedom. To obtain a weight for each Monte Carlo sample with a fixed configuration of classical variables, the moment expansion of the density of states by Chebyshev polynomials is applied instead of the d…",http://arxiv.org/abs/cond-mat/0007407v1,10.1143/JPSJ.68.3853,https://doi.org/10.1143/JPSJ.68.3853,https://openalex.org/W2070666247,A Monte Carlo Method for Fermion Systems Coupled with Classical Degrees of Freedom,1999.0,68.0,Rare-earth and actinide compounds; Magnetic and transport properties of perovskites and related materials; Theoretical and Computational Physics,Monte Carlo method; Statistical physics; Degrees of freedom (physics and chemistry); Quantum Monte Carlo; Monte Carlo molecular modeling; Physics; Monte Carlo method in statistical physics; Hybrid Monte Carlo; Dynamic Monte Carlo method; Fermion; Markov chain Monte Carlo; Quantum mechanics; Mathematics; Statistics,Monte Carlo method; Statistical physics; Degrees of freedom (physics and chemistry); Quantum Monte Carlo; Monte Carlo molecular modeling; Physics; Monte Carlo method in statistical physics; Hybrid Monte Carlo; Dynamic Monte Carlo method; Fermion; Markov chain Monte Carlo; Quantum mechanics; Mathematics,Journal of the Physical Society of Japan,journal,https://openalex.org/S119212824
parallel computing,On Noncommutative Open String Theories,"J. G. Russo, M. M. Sheikh-Jabbari",2000-06-26,2000-07-13,2000,hep-th,"We investigate new compactifications of OM theory giving rise to a 3+1 dimensional open string theory with noncommutative $x^0$-$x^1$ and $x^2$-$x^3$ coordinates. The theory can be directly obtained by starting with a D3 brane with parallel (near critical) electric and magnetic field components, in …",http://arxiv.org/abs/hep-th/0006202v3,10.1088/1126-6708/2000/07/052,https://doi.org/10.1088/1126-6708/2000/07/052,https://openalex.org/W2005298693,On noncommutative open string theories,2000.0,82.0,Black Holes and Theoretical Physics; Noncommutative and Quantum Gravity Theories; Particle physics theoretical and experimental studies,Noncommutative geometry; Physics; Supergravity; Relationship between string theory and quantum field theory; String field theory; String theory; Non-critical string theory; Theoretical physics; Scalar (mathematics); Coulomb; Commutative property; Mathematical physics; Quantum mechanics; Mathematics; Pure mathematics; Supersymmetry; Quantum gravity; Geometry; Electron; Quantum,Noncommutative geometry; Physics; Supergravity; Relationship between string theory and quantum field theory; String field theory; String theory; Non-critical string theory; Theoretical physics; Scalar (mathematics); Coulomb; Commutative property; Mathematical physics; Quantum mechanics; Mathematics; Pure mathematics; Supersymmetry; Quantum gravity; Geometry; Electron,Journal of High Energy Physics,journal,https://openalex.org/S187585107
parallel computing,Critical Behavior of the Three-Dimensional Ising Spin Glass,"H. G. Ballesteros, A. Cruz, L. A. Fernandez, V. Martin-Mayor, J. Pech, J. J. Ruiz-Lorenzo, A. Tarancon, P. Tellez, C. L. Ullod, C. Ungil",2000-06-13,2000-09-04,2000,"cond-mat.dis-nn, cond-mat.stat-mech","We have simulated, using parallel tempering, the three dimensional Ising spin glass model with binary couplings in a helicoidal geometry. The largest lattice (L=20) has been studied using a dedicated computer (the SUE machine). We have obtained, measuring the correlation length in the critical regio…",http://arxiv.org/abs/cond-mat/0006211v3,10.1103/PhysRevB.62.14237,https://doi.org/10.1103/PhysRevB.62.14237,https://openalex.org/W2067915627,Critical behavior of the three-dimensional Ising spin glass,2000.0,243.0,Theoretical and Computational Physics; Complex Network Analysis Techniques; Complex Systems and Time Series Analysis,Spin glass; Condensed matter physics; Ising model; Ising spin; Phase transition; Critical exponent; Physics; Lattice (music); Order (exchange); Spin (aerodynamics); Binary number; Parallel tempering; Statistical physics; Order and disorder; Mathematics; Thermodynamics; Statistics; Monte Carlo method; Acoustics; Arithmetic; Finance; Monte Carlo molecular modeling; Markov chain Monte Carlo; Economics,Spin glass; Condensed matter physics; Ising model; Ising spin; Phase transition; Critical exponent; Physics; Lattice (music); Order (exchange); Spin (aerodynamics); Binary number; Parallel tempering; Statistical physics; Order and disorder; Mathematics; Thermodynamics; Statistics; Monte Carlo method,"Physical review. B, Condensed matter",journal,https://openalex.org/S4210174675
parallel computing,Using {\sc top-c} for Commodity Parallel Computing in Cosmic Ray Physics Simulations,"G. Alverson, L. A. Anchordoqui, G. Cooperman, V. Grinberg, T. P. McCauley, T. Paul, S. Reucroft, J. D. Swain",2000-06-11,2000-06-11,2000,"astro-ph, hep-ph","{\sc top-c} (Task Oriented Parallel C) is a freely available package for parallel computing. It is designed to be easy to learn and to have good tolerance for the high latencies that are common in commodity networks of computers. It has been successfully used in a wide range of examples, providing l…",http://arxiv.org/abs/astro-ph/0006154v1,10.1016/S0920-5632(01)01261-0,https://doi.org/10.1016/S0920-5632(01)01261-0,https://openalex.org/W2029491666,Using TOP-C for commodity parallel computing in cosmic ray physics simulations,2001.0,5.0,Distributed and Parallel Computing Systems; Particle physics theoretical and experimental studies,,,Nuclear Physics B - Proceedings Supplements,journal,https://openalex.org/S4210182546
parallel computing,Edge Dynamics in Quantum Hall Bilayers II: Exact Results with Disorder and Parallel Fields,"J. D. Naud, Leonid P. Pryadko, S. L. Sondhi",2000-06-09,2000-06-09,2000,"cond-mat.mes-hall, cond-mat.str-el","We study edge dynamics in the presence of interlayer tunneling, parallel magnetic field, and various types of disorder for two infinite sequences of quantum Hall states in symmetric bilayers. These sequences begin with the 110 and 331 Halperin states and include their fractional descendants at lower…",http://arxiv.org/abs/cond-mat/0006173v1,10.1103/PhysRevB.63.115301,https://doi.org/10.1103/PhysRevB.63.115301,https://openalex.org/W2074921585,Edge dynamics in quantum Hall bilayers: Exact results with disorder and parallel fields,2001.0,6.0,Quantum and electron transport phenomena; Physics of Superconductivity and Magnetism; Topological Materials and Phenomena,Quantum Hall effect; Pfaffian; Filling factor; Observable; Condensed matter physics; Physics; Magnetic field; Quantum tunnelling; Landau quantization; Enhanced Data Rates for GSM Evolution; Quantum; Quantum mechanics; State (computer science); Fractional quantum Hall effect; Quantum spin Hall effect; Mathematics; Combinatorics; Algorithm; Telecommunications; Computer science,Quantum Hall effect; Pfaffian; Filling factor; Observable; Condensed matter physics; Physics; Magnetic field; Quantum tunnelling; Landau quantization; Enhanced Data Rates for GSM Evolution; Quantum; Quantum mechanics; State (computer science); Fractional quantum Hall effect; Quantum spin Hall effect; Mathematics; Combinatorics,"Physical review. B, Condensed matter",journal,https://openalex.org/S4210174675
parallel computing,Hadronic Properties from Lattice QCD with Dynamical Quarks,K. Kanaya,2000-05-30,2000-05-30,2000,hep-ph,The lattice regularization of QCD provides us with the most systematic way of computing non-perturbative properties of hadrons directly from the first principles of QCD. The recent rapid development of parallel computers has enabled us to start realistic and systematic simulations with dynamical qua…,http://arxiv.org/abs/hep-ph/0005294v1,10.1016/S0375-9474(00)00415-2,https://doi.org/10.1016/S0375-9474(00)00415-2,https://openalex.org/W1979442421,Hadronic properties from lattice QCD with dynamical quarks,2001.0,0.0,High-Energy Particle Collisions Research; Quantum Chromodynamics and Particle Interactions; Particle physics theoretical and experimental studies,Cascade; Physics; Nuclear physics; Hadron; Quark; Neutron; Nucleon; Fission; Nuclear reaction; Particle physics; Chemistry; Chromatography,Cascade; Physics; Nuclear physics; Hadron; Quark; Neutron; Nucleon; Fission; Nuclear reaction; Particle physics; Chemistry,Nuclear Physics A,journal,https://openalex.org/S62159105
parallel computing,Ludwig: A parallel Lattice-Boltzmann code for complex fluids,"Jean-Christophe Desplat, Ignacio Pagonabarraga, Peter Bladon",2000-05-12,2000-08-18,2000,cond-mat.soft,"This paper describes `Ludwig', a versatile code for the simulation of Lattice-Boltzmann (LB) models in 3-D on cubic lattices. In fact `Ludwig' is not a single code, but a set of codes that share certain common routines, such as I/O and communications. If `Ludwig' is used as intended, a variety of co…",http://arxiv.org/abs/cond-mat/0005213v2,10.1016/S0010-4655(00)00205-8,https://doi.org/10.1016/S0010-4655(00)00205-8,https://openalex.org/W2157670339,LUDWIG: A parallel Lattice-Boltzmann code for complex fluids,2001.0,120.0,Lattice Boltzmann Simulation Studies; Generative Adversarial Networks and Image Synthesis; Fluid Dynamics and Turbulent Flows,,,Computer Physics Communications,journal,https://openalex.org/S142305363
parallel computing,"The Lattice Schwinger Model: Confinement, Anomalies, Chiral Fermions and All That","Kirill Melnikov, Marvin Weinstein",2000-04-21,2000-04-21,2000,"hep-lat, cond-mat, hep-th",In order to better understand what to expect from numerical CORE computations for two-dimensional massless QED (the Schwinger model) we wish to obtain some analytic control over the approach to the continuum limit for various choices of fermion derivative. To this end we study the Hamiltonian formul…,http://arxiv.org/abs/hep-lat/0004016v1,10.1103/PhysRevD.62.094504,https://doi.org/10.1103/PhysRevD.62.094504,https://openalex.org/W2076422555,"Lattice Schwinger model: Confinement, anomalies, chiral fermions, and all that",2000.0,20.0,Cold Atom Physics and Bose-Einstein Condensates; Physics of Superconductivity and Magnetism; Quantum Chromodynamics and Particle Interactions,Fermion; Lattice (music); Physics; Condensed matter physics; Theoretical physics; Quantum electrodynamics; Mathematical physics; Quantum mechanics; Acoustics,Fermion; Lattice (music); Physics; Condensed matter physics; Theoretical physics; Quantum electrodynamics; Mathematical physics; Quantum mechanics,"Physical review. D. Particles, fields, gravitation, and cosmology/Physical review. D. Particles and fields",journal,https://openalex.org/S4210190737
parallel computing,Matrix Distributed Processing: A set of C++ Tools for implementing generic lattice computations on parallel systems,Massimo Di Pierro,2000-04-11,2001-08-14,2000,"hep-lat, cs.DC, cs.MS, physics.comp-ph","We present a set of programming tools (classes and functions written in C++ and based on Message Passing Interface) for fast development of generic parallel (and non-parallel) lattice simulations. They are collectively called MDP 1.2.
  These programming tools include classes and algorithms for matr…",http://arxiv.org/abs/hep-lat/0004007v4,10.1016/S0010-4655(01)00297-1,https://doi.org/10.1016/S0010-4655(01)00297-1,https://openalex.org/W2070432916,Matrix distributed processing: a set of C++ tools for implementing generic lattice computations on parallel systems,2001.0,9.0,Cellular Automata and Applications; Quantum Chromodynamics and Particle Interactions; Theoretical and Computational Physics,Computer science; Lattice (music); Computation; Electromagnetism; Message Passing Interface; Parallel computing; Message passing; Matrix (chemical analysis); Topology (electrical circuits); Computational science; Theoretical computer science; Algorithm; Mathematics; Combinatorics; Physics; Acoustics; Materials science; Quantum mechanics; Composite material,Computer science; Lattice (music); Computation; Electromagnetism; Message Passing Interface; Parallel computing; Message passing; Matrix (chemical analysis); Topology (electrical circuits); Computational science; Theoretical computer science; Algorithm; Mathematics; Combinatorics; Physics,Computer Physics Communications,journal,https://openalex.org/S142305363
parallel computing,Enhanced stability of layered phases in parallel hard-spherocylinders due to the addition of hard spheres,"Z. Dogic, D. Frenkel, S. Fraden",2000-03-31,2000-03-31,2000,cond-mat.soft,There is increasing evidence that entropy can induce microphase separation in binary fluid mixtures interacting through hard particle potentials. One such phase consists of alternating two dimensional liquid-like layers of rods and spheres. We study the transition from a uniform miscible state to th…,http://arxiv.org/abs/cond-mat/0003500v1,10.1103/PhysRevE.62.3925,https://doi.org/10.1103/PhysRevE.62.3925,https://openalex.org/W2125897515,Enhanced stability of layered phases in parallel hard spherocylinders due to addition of hard spheres,2000.0,111.0,Pickering emulsions and particle stabilization; Material Dynamics and Properties; Phase Equilibria and Thermodynamics,SPHERES; Rod; Hard spheres; Materials science; Volume fraction; Binary number; Atomic packing factor; Phase (matter); Particle (ecology); Condensed matter physics; Thermodynamics; Physics; Composite material; Chemistry; Crystallography; Mathematics; Astronomy; Pathology; Oceanography; Medicine; Arithmetic; Alternative medicine; Geology; Quantum mechanics,SPHERES; Rod; Hard spheres; Materials science; Volume fraction; Binary number; Atomic packing factor; Phase (matter); Particle (ecology); Condensed matter physics; Thermodynamics; Physics; Composite material; Chemistry; Crystallography; Mathematics,"Physical review. E, Statistical physics, plasmas, fluids, and related interdisciplinary topics",journal,https://openalex.org/S4210224030
parallel computing,Magnetic Photon Splitting: the S-Matrix Formulation in the Landau Representation,Matthew G. Baring,2000-03-21,2000-03-21,2000,"hep-th, astro-ph","Calculations of reaction rates for the third-order QED process of photon splitting in strong magnetic fields traditionally have employed either the effective Lagrangian method or variants of Schwinger's proper-time technique. Recently, Mentzel, Berg and Wunner (1994) presented an alternative derivat…",http://arxiv.org/abs/hep-th/0003186v1,10.1103/PhysRevD.62.016003,https://doi.org/10.1103/PhysRevD.62.016003,https://openalex.org/W2035775737,Magnetic photon splitting: The<b><i>S</i></b>-matrix formulation in the Landau representation,2000.0,9.0,"Cold Atom Physics and Bose-Einstein Condensates; Quantum Information and Cryptography; Quantum, superfluid, helium dynamics",Physics; Propagator; Photon; Landau quantization; Quantum mechanics; Quantum electrodynamics; Magnetic field,Physics; Propagator; Photon; Landau quantization; Quantum mechanics; Quantum electrodynamics; Magnetic field,"Physical review. D. Particles, fields, gravitation, and cosmology/Physical review. D. Particles and fields",journal,https://openalex.org/S4210190737
parallel computing,Reliable Cellular Automata with Self-Organization,Peter Gacs,2000-03-20,2024-01-25,2000,"math.PR, cs.DC","In a probabilistic cellular automaton in which all local transitions have positive probability, the problem of keeping a bit of information indefinitely is nontrivial, even in an infinite automaton. Still, there is a solution in 2 dimensions, and this solution can be used to construct a simple 3-dim…",http://arxiv.org/abs/math/0003117v2,10.1023/A:1004823720305,https://doi.org/10.1023/A:1004823720305,https://openalex.org/W2117302073,Reliable Cellular Automata with Self-Organization,2001.0,118.0,"Cellular Automata and Applications; Computability, Logic, AI Algorithms; Modular Robots and Swarm Intelligence",,,Journal of Statistical Physics,journal,https://openalex.org/S185067381
parallel computing,A quantum computer only needs one universe,A. M. Steane,2000-03-20,2003-03-24,2000,quant-ph,"The nature of quantum computation is discussed. It is argued that, in terms of the amount of information manipulated in a given time, quantum and classical computation are equally efficient. Quantum superposition does not permit quantum computers to ``perform many computations simultaneously'' excep…",http://arxiv.org/abs/quant-ph/0003084v3,10.1016/S1355-2198(03)00038-8,https://doi.org/10.1016/S1355-2198(03)00038-8,https://openalex.org/W1993401583,A quantum computer only needs one universe,2003.0,17.0,Quantum Computing Algorithms and Architecture; Quantum Information and Cryptography; Quantum Mechanics and Applications,,,Studies in History and Philosophy of Science Part B Studies in History and Philosophy of Modern Physics,journal,https://openalex.org/S115229607
parallel computing,Steady-states and kinetics of ordering in bus-route models: connection with the Nagel-Schreckenberg model,"Debashish Chowdhury, Rashmi C. Desai",2000-03-13,2000-03-13,2000,cond-mat.stat-mech,"A Bus Route Model (BRM) can be defined on a one-dimensional lattice, where buses are represented by ""particles"" that are driven forward from one site to the next with each site representing a bus stop. We replace the random sequential updating rules in an earlier BRM by parallel updating rules. In o…",http://arxiv.org/abs/cond-mat/0003212v1,10.1007/s100510051139,https://doi.org/10.1007/s100510051139,https://openalex.org/W2159045202,Steady-states and kinetics of ordering in bus-route models: connection with the Nagel-Schreckenberg model,2000.0,84.0,Transportation Planning and Optimization; Traffic control and management,,,The European Physical Journal B,journal,https://openalex.org/S9051360
parallel computing,Low field negative magnetoresistance in double layer structures,"G. M. Minkov, A. V. Germanenko, O. E. Rut, O. I. Khrykin, V. I. Shashkin, V. M. Danil'tsev",2000-03-10,2000-03-10,2000,cond-mat.dis-nn,The weak localization correction to the conductivity in coupled double layer structures is studied both experimentally and theoretically. Statistics of closed paths has been obtained from the analysis of magnetic field and temperature dependencies of negative magnetoresistance for magnetic field per…,http://arxiv.org/abs/cond-mat/0003168v1,10.1103/PhysRevB.62.17089,https://doi.org/10.1103/PhysRevB.62.17089,https://openalex.org/W1984915245,Low-field negative magnetoresistance in double-layer structures,2000.0,7.0,Quantum and electron transport phenomena; Magnetic properties of thin films; Physics of Superconductivity and Magnetism,Magnetoresistance; Condensed matter physics; Perpendicular; Magnetic field; Scattering; Weak localization; Plane (geometry); Field (mathematics); Layer (electronics); Double layer (biology); Conductivity; Materials science; Physics; Optics; Mathematics; Geometry; Nanotechnology; Quantum mechanics; Pure mathematics,Magnetoresistance; Condensed matter physics; Perpendicular; Magnetic field; Scattering; Weak localization; Plane (geometry); Field (mathematics); Layer (electronics); Double layer (biology); Conductivity; Materials science; Physics; Optics; Mathematics; Geometry; Nanotechnology; Quantum mechanics,"Physical review. B, Condensed matter",journal,https://openalex.org/S4210174675
parallel computing,Wilson Loops in N=4 Supersymmetric Yang--Mills Theory,"J. K. Erickson, G. W. Semenoff, K. Zarembo",2000-03-08,2000-03-08,2000,hep-th,"Perturbative computations of the expectation value of the Wilson loop in N=4 supersymmetric Yang-Mills theory are reported. For the two special cases of a circular loop and a pair of anti-parallel lines, it is shown that the sum of an infinite class of ladder-like planar diagrams, when extrapolated …",http://arxiv.org/abs/hep-th/0003055v1,10.1016/S0550-3213(00)00300-X,https://doi.org/10.1016/S0550-3213(00)00300-X,https://openalex.org/W2940254405,Wilson loops in supersymmetric Yang–Mills theory,2000.0,580.0,Black Holes and Theoretical Physics; Particle physics theoretical and experimental studies; Quantum Chromodynamics and Particle Interactions,Supergravity; Physics; Coupling constant; Mathematical physics; Conjecture; Wilson loop; Yang–Mills theory; Order (exchange); Loop (graph theory); Constant (computer programming); Coupling (piping); Supersymmetry; Quantum mechanics; Combinatorics; Mathematics; Gauge theory; Economics; Programming language; Mechanical engineering; Engineering; Finance; Computer science,Supergravity; Physics; Coupling constant; Mathematical physics; Conjecture; Wilson loop; Yang–Mills theory; Order (exchange); Loop (graph theory); Constant (computer programming); Coupling (piping); Supersymmetry; Quantum mechanics; Combinatorics; Mathematics; Gauge theory,Nuclear Physics B,journal,https://openalex.org/S4210194812
parallel computing,Quantum Computing with Neutral Atoms in an Optical Lattice,"Ivan H. Deutsch, Gavin K. Brennen, Poul S. Jessen",2000-03-06,2000-03-06,2000,quant-ph,We present a proposal for quantum information processing with neutral atoms trapped in optical lattices as qubits. Initialization and coherent control of single qubits can be achieved with standard laser cooling and spectroscopic techniques. We consider entangling two-qubit logic gates based on opti…,http://arxiv.org/abs/quant-ph/0003022v1,10.1002/1521-3978(200009)48:9/11<925::AID-PROP925>3.0.CO;2-A,https://doi.org/10.1002/1521-3978(200009)48:9/11<925::AID-PROP925>3.0.CO;2-A,https://openalex.org/W2040057646,Quantum Computing with Neutral Atoms in an Optical Lattice,2000.0,85.0,Quantum Information and Cryptography; Quantum Mechanics and Applications; Cold Atom Physics and Bose-Einstein Condensates,Quantum computer; Qubit; Optical lattice; Initialization; Physics; Quantum gate; Quantum information; Quantum mechanics; Quantum optics; Quantum; Lattice (music); Topology (electrical circuits); Computer science; Mathematics; Programming language; Superfluidity; Acoustics; Combinatorics,Quantum computer; Qubit; Optical lattice; Initialization; Physics; Quantum gate; Quantum information; Quantum mechanics; Quantum optics; Quantum; Lattice (music); Topology (electrical circuits); Computer science; Mathematics,Fortschritte der Physik,journal,https://openalex.org/S4210238095
parallel computing,Casimir force at both non-zero temperature and finite conductivity,"M. Bordag, B. Geyer, G. L. Klimchitskaya, V. M. Mostepanenko",2000-03-06,2000-03-06,2000,quant-ph,We find the joint effect of non-zero temperature and finite conductivity onto the Casimir force between real metals. Configurations of two parallel plates and a sphere (lens) above a plate are considered. Perturbation theory in two parameters (the relative temperature and the relative penetration de…,http://arxiv.org/abs/quant-ph/0003021v1,10.1103/PhysRevLett.85.503,https://doi.org/10.1103/PhysRevLett.85.503,https://openalex.org/W1976940675,Casimir Force at Both Nonzero Temperature and Finite Conductivity,2000.0,173.0,Quantum Electrodynamics and Casimir Effect; Thermal Radiation and Cooling Technologies; Advanced Thermodynamics and Statistical Mechanics,Casimir effect; Casimir pressure; Computation; Physics; Perturbation (astronomy); Conductivity; Perturbation theory (quantum mechanics); Zero temperature; Penetration depth; Penetration (warfare); Thermal conductivity; Condensed matter physics; Classical mechanics; Electrical resistivity and conductivity; Quantum electrodynamics; Quantum mechanics; Mathematics; Algorithm; Operations research,Casimir effect; Casimir pressure; Computation; Physics; Perturbation (astronomy); Conductivity; Perturbation theory (quantum mechanics); Zero temperature; Penetration depth; Penetration (warfare); Thermal conductivity; Condensed matter physics; Classical mechanics; Electrical resistivity and conductivity; Quantum electrodynamics; Quantum mechanics; Mathematics,Physical Review Letters,journal,https://openalex.org/S24807848
parallel computing,The CP-PACS Project and Lattice QCD Results,Y. Iwasaki,2000-02-21,2000-02-21,2000,hep-lat,"The aim of the CP-PACS project was to develop a massively parallel computer for performing numerical research in computational physics with primary emphasis on lattice QCD. The CP-PACS computer with a peak speed of 614 GFLOPS with 2048 processors was completed in September 1996, and has been in full…",http://arxiv.org/abs/hep-lat/0002024v1,10.1143/PTPS.138.102,https://doi.org/10.1143/PTPS.138.102,https://openalex.org/W2761306011,Orbital-State-Mediated Phase-Control of Manganites as Demonstrated by First-Principles Calculations,2000.0,0.0,Magnetic and transport properties of perovskites and related materials; Advanced Thermoelectric Materials and Devices; Rare-earth and actinide compounds,Phase diagram; Condensed matter physics; Antiferromagnetism; Ferromagnetism; Doping; Phase (matter); Anisotropy; Perovskite (structure); Ground state; Manganite; Physics; Type (biology); Chemistry; Quantum mechanics; Crystallography; Geology; Paleontology,Phase diagram; Condensed matter physics; Antiferromagnetism; Ferromagnetism; Doping; Phase (matter); Anisotropy; Perovskite (structure); Ground state; Manganite; Physics; Type (biology); Chemistry; Quantum mechanics; Crystallography; Geology,Progress of Theoretical Physics Supplement,journal,https://openalex.org/S4210240548
parallel computing,Tractable non-local correlation density functionals for flat surfaces and slabs,"Henrik Rydberg, Bengt I. Lundqvist, David C. Langreth, Maxime Dion",2000-01-29,2000-01-29,2000,cond-mat,"A systematic approach for the construction of a density functional for van der Waals interactions that also accounts for saturation effects is described, i.e. one that is applicable at short distances. A very efficient method to calculate the resulting expressions in the case of flat surfaces, a met…",http://arxiv.org/abs/cond-mat/0001429v1,10.1103/PhysRevB.62.6997,https://doi.org/10.1103/PhysRevB.62.6997,https://openalex.org/W2077938539,Tractable nonlocal correlation density functionals for flat surfaces and slabs,2000.0,150.0,Advanced Chemical Physics Studies; nanoparticles nucleation surface interactions; Atomic and Molecular Physics,Jellium; van der Waals force; Saturation (graph theory); Physics; Electron; Electronic correlation; Local-density approximation; Surface (topology); Statistical physics; Computational physics; Density functional theory; Quantum mechanics; Mathematics; Geometry; Molecule; Combinatorics,Jellium; van der Waals force; Saturation (graph theory); Physics; Electron; Electronic correlation; Local-density approximation; Surface (topology); Statistical physics; Computational physics; Density functional theory; Quantum mechanics; Mathematics; Geometry; Molecule; Combinatorics,"Physical review. B, Condensed matter",journal,https://openalex.org/S4210174675
